prodi_id,nama_prodi_spesifik,alias,kelompok_prodi_resmi,rumpun_ilmu,mapel_kurmer,mapel_k13_ipa,mapel_k13_ips,mapel_k13_bahasa,confidence_score,catatan_mapping,sumber_mapel
P0418,Destinasi Pariwisata,,Pariwisata,Ilmu Terapan,Ekonomi dan/atau Bahasa Inggris Tingkat Lanjut/Bahasa Asing lainnya,Bahasa Inggris dan/atau Ekonomi,Ekonomi dan/atau Bahasa Inggris,Bahasa dan Sastra Inggris dan/atau Bahasa Asing lainnya,1.0,,Kepmendikdasmen 102/M/2025
P0419,Manajemen Pariwisata,,Pariwisata,Ilmu Terapan,Ekonomi dan/atau Bahasa Inggris Tingkat Lanjut/Bahasa Asing lainnya,Bahasa Inggris dan/atau Ekonomi,Ekonomi dan/atau Bahasa Inggris,Bahasa dan Sastra Inggris dan/atau Bahasa Asing lainnya,1.0,,Kepmendikdasmen 102/M/2025
P0420,Usaha Perjalanan Wisata,Travel,Pariwisata,Ilmu Terapan,Ekonomi dan/atau Bahasa Inggris Tingkat Lanjut/Bahasa Asing lainnya,Bahasa Inggris dan/atau Ekonomi,Ekonomi dan/atau Bahasa Inggris,Bahasa dan Sastra Inggris dan/atau Bahasa Asing lainnya,1.0,,Kepmendikdasmen 102/M/2025
P0421,Manajemen Bisnis Pariwisata,,Pariwisata,Ilmu Terapan,Ekonomi dan/atau Bahasa Inggris Tingkat Lanjut/Bahasa Asing lainnya,Bahasa Inggris dan/atau Ekonomi,Ekonomi dan/atau Bahasa Inggris,Bahasa dan Sastra Inggris dan/atau Bahasa Asing lainnya,0.95,Bisa juga Bisnis.,Kepmendikdasmen 102/M/2025
P0422,Manajemen Perhotelan,Perhotelan; Hospitality,Pariwisata,Ilmu Terapan,Ekonomi dan/atau Bahasa Inggris Tingkat Lanjut/Bahasa Asing lainnya,Bahasa Inggris dan/atau Ekonomi,Ekonomi dan/atau Bahasa Inggris,Bahasa dan Sastra Inggris dan/atau Bahasa Asing lainnya,1.0,,Kepmendikdasmen 102/M/2025
P0423,Tata Boga,,Pariwisata,Ilmu Terapan,Ekonomi dan/atau Bahasa Inggris Tingkat Lanjut/Bahasa Asing lainnya,Bahasa Inggris dan/atau Ekonomi,Ekonomi dan/atau Bahasa Inggris,Bahasa dan Sastra Inggris dan/atau Bahasa Asing lainnya,0.85,Bisa juga Pendidikan/Kuliner.,Kepmendikdasmen 102/M/2025
P0424,Seni Kuliner,Kuliner,Pariwisata,Ilmu Terapan,Ekonomi dan/atau Bahasa Inggris Tingkat Lanjut/Bahasa Asing lainnya,Bahasa Inggris dan/atau Ekonomi,Ekonomi dan/atau Bahasa Inggris,Bahasa dan Sastra Inggris dan/atau Bahasa Asing lainnya,0.95,,Kepmendikdasmen 102/M/2025
P0425,Manajemen Kuliner,,Pariwisata,Ilmu Terapan,Ekonomi dan/atau Bahasa Inggris Tingkat Lanjut/Bahasa Asing lainnya,Bahasa Inggris dan/atau Ekonomi,Ekonomi dan/atau Bahasa Inggris,Bahasa dan Sastra Inggris dan/atau Bahasa Asing lainnya,0.9,Bisa juga Manajemen.,Kepmendikdasmen 102/M/2025
P0426,Patiseri,,Pariwisata,Ilmu Terapan,Ekonomi dan/atau Bahasa Inggris Tingkat Lanjut/Bahasa Asing lainnya,Bahasa Inggris dan/atau Ekonomi,Ekonomi dan/atau Bahasa Inggris,Bahasa dan Sastra Inggris dan/atau Bahasa Asing lainnya,0.95,,Kepmendikdasmen 102/M/2025
P0427,MICE,Pengelolaan Konvensi dan Acara; Event Management,Pariwisata,Ilmu Terapan,Ekonomi dan/atau Bahasa Inggris Tingkat Lanjut/Bahasa Asing lainnya,Bahasa Inggris dan/atau Ekonomi,Ekonomi dan/atau Bahasa Inggris,Bahasa dan Sastra Inggris dan/atau Bahasa Asing lainnya,0.95,,Kepmendikdasmen 102/M/2025
P0428,Ekowisata,,Pariwisata,Ilmu Terapan,Ekonomi dan/atau Bahasa Inggris Tingkat Lanjut/Bahasa Asing lainnya,Bahasa Inggris dan/atau Ekonomi,Ekonomi dan/atau Bahasa Inggris,Bahasa dan Sastra Inggris dan/atau Bahasa Asing lainnya,0.9,Bisa juga Lingkungan.,Kepmendikdasmen 102/M/2025
P0429,Pariwisata Budaya,,Pariwisata,Ilmu Terapan,Ekonomi dan/atau Bahasa Inggris Tingkat Lanjut/Bahasa Asing lainnya,Bahasa Inggris dan/atau Ekonomi,Ekonomi dan/atau Bahasa Inggris,Bahasa dan Sastra Inggris dan/atau Bahasa Asing lainnya,0.9,Bisa juga Humaniora.,Kepmendikdasmen 102/M/2025
P0430,Transportasi,,Transportasi,Ilmu Terapan,Matematika Tingkat Lanjut,Matematika dari kelompok peminatan MIPA,Matematika,Matematika,1.0,,Kepmendikdasmen 102/M/2025
P0431,Manajemen Transportasi,,Transportasi,Ilmu Terapan,Matematika Tingkat Lanjut,Matematika dari kelompok peminatan MIPA,Matematika,Matematika,0.95,Bisa juga Manajemen.,Kepmendikdasmen 102/M/2025
P0432,Transportasi Laut,,Transportasi,Ilmu Terapan,Matematika Tingkat Lanjut,Matematika dari kelompok peminatan MIPA,Matematika,Matematika,1.0,,Kepmendikdasmen 102/M/2025
P0433,Transportasi Darat,,Transportasi,Ilmu Terapan,Matematika Tingkat Lanjut,Matematika dari kelompok peminatan MIPA,Matematika,Matematika,1.0,,Kepmendikdasmen 102/M/2025
P0434,Transportasi Udara,,Transportasi,Ilmu Terapan,Matematika Tingkat Lanjut,Matematika dari kelompok peminatan MIPA,Matematika,Matematika,1.0,,Kepmendikdasmen 102/M/2025
P0435,Manajemen Transportasi Udara,,Transportasi,Ilmu Terapan,Matematika Tingkat Lanjut,Matematika dari kelompok peminatan MIPA,Matematika,Matematika,0.95,,Kepmendikdasmen 102/M/2025
P0436,Keselamatan Transportasi Jalan,,Transportasi,Ilmu Terapan,Matematika Tingkat Lanjut,Matematika dari kelompok peminatan MIPA,Matematika,Matematika,0.95,,Kepmendikdasmen 102/M/2025
P0437,Rekayasa Sistem Transportasi,,Transportasi,Ilmu Terapan,Matematika Tingkat Lanjut,Matematika dari kelompok peminatan MIPA,Matematika,Matematika,0.95,Bisa juga Teknik/Rekayasa.,Kepmendikdasmen 102/M/2025
P0438,Teknik Transportasi,,Transportasi,Ilmu Terapan,Matematika Tingkat Lanjut,Matematika dari kelompok peminatan MIPA,Matematika,Matematika,0.95,Bisa juga Teknik/Rekayasa.,Kepmendikdasmen 102/M/2025
P0439,Nautika,,Transportasi,Ilmu Terapan,Matematika Tingkat Lanjut,Matematika dari kelompok peminatan MIPA,Matematika,Matematika,0.85,Bisa juga Teknik/Rekayasa/maritim.,Kepmendikdasmen 102/M/2025
P0440,Teknika,,Transportasi,Ilmu Terapan,Matematika Tingkat Lanjut,Matematika dari kelompok peminatan MIPA,Matematika,Matematika,0.8,Bisa juga Teknik/Rekayasa.,Kepmendikdasmen 102/M/2025
P0441,Bioteknologi,,"Bioteknologi, Biokewirausahaan, Bioinformatika",Ilmu Terapan,Biologi dan/atau Matematika,Biologi dan/atau Matematika,Biologi dan/atau Matematika,Biologi dan/atau Matematika,1.0,,Kepmendikdasmen 102/M/2025
P0442,Biokewirausahaan,,"Bioteknologi, Biokewirausahaan, Bioinformatika",Ilmu Terapan,Biologi dan/atau Matematika,Biologi dan/atau Matematika,Biologi dan/atau Matematika,Biologi dan/atau Matematika,1.0,,Kepmendikdasmen 102/M/2025
P0443,Bioinformatika,,"Bioteknologi, Biokewirausahaan, Bioinformatika",Ilmu Terapan,Biologi dan/atau Matematika,Biologi dan/atau Matematika,Biologi dan/atau Matematika,Biologi dan/atau Matematika,1.0,,Kepmendikdasmen 102/M/2025
P0444,Bioteknologi Pangan,,"Bioteknologi, Biokewirausahaan, Bioinformatika",Ilmu Terapan,Biologi dan/atau Matematika,Biologi dan/atau Matematika,Biologi dan/atau Matematika,Biologi dan/atau Matematika,0.9,Bisa juga Teknologi Pangan.,Kepmendikdasmen 102/M/2025
P0445,Bioteknologi Pertanian,,"Bioteknologi, Biokewirausahaan, Bioinformatika",Ilmu Terapan,Biologi dan/atau Matematika,Biologi dan/atau Matematika,Biologi dan/atau Matematika,Biologi dan/atau Matematika,0.9,Bisa juga Pertanian.,Kepmendikdasmen 102/M/2025
P0446,Bioteknologi Kesehatan,,"Bioteknologi, Biokewirausahaan, Bioinformatika",Ilmu Terapan,Biologi dan/atau Matematika,Biologi dan/atau Matematika,Biologi dan/atau Matematika,Biologi dan/atau Matematika,0.9,Bisa juga Kesehatan.,Kepmendikdasmen 102/M/2025
P0447,Teknologi Bioproses,,"Bioteknologi, Biokewirausahaan, Bioinformatika",Ilmu Terapan,Biologi dan/atau Matematika,Biologi dan/atau Matematika,Biologi dan/atau Matematika,Biologi dan/atau Matematika,0.85,Bisa juga Teknik/Rekayasa.,Kepmendikdasmen 102/M/2025
P0448,Rekayasa Hayati,,"Bioteknologi, Biokewirausahaan, Bioinformatika",Ilmu Terapan,Biologi dan/atau Matematika,Biologi dan/atau Matematika,Biologi dan/atau Matematika,Biologi dan/atau Matematika,0.8,Bisa juga Teknik/Rekayasa.,Kepmendikdasmen 102/M/2025
P0449,Geografi,,"Geografi, Geografi Lingkungan, Sains Informasi Geografi",Ilmu Terapan,Geografi dan/atau Matematika,Fisika dan/atau Matematika,Geografi dan/atau Matematika,Matematika,1.0,,Kepmendikdasmen 102/M/2025
P0450,Geografi Lingkungan,,"Geografi, Geografi Lingkungan, Sains Informasi Geografi",Ilmu Terapan,Geografi dan/atau Matematika,Fisika dan/atau Matematika,Geografi dan/atau Matematika,Matematika,1.0,,Kepmendikdasmen 102/M/2025
P0451,Sains Informasi Geografi,,"Geografi, Geografi Lingkungan, Sains Informasi Geografi",Ilmu Terapan,Geografi dan/atau Matematika,Fisika dan/atau Matematika,Geografi dan/atau Matematika,Matematika,1.0,,Kepmendikdasmen 102/M/2025
P0452,Sistem Informasi Geografis,SIG,"Geografi, Geografi Lingkungan, Sains Informasi Geografi",Ilmu Terapan,Geografi dan/atau Matematika,Fisika dan/atau Matematika,Geografi dan/atau Matematika,Matematika,0.95,,Kepmendikdasmen 102/M/2025
P0453,Penginderaan Jauh,Remote Sensing,"Geografi, Geografi Lingkungan, Sains Informasi Geografi",Ilmu Terapan,Geografi dan/atau Matematika,Fisika dan/atau Matematika,Geografi dan/atau Matematika,Matematika,0.95,,Kepmendikdasmen 102/M/2025
P0454,Kartografi,,"Geografi, Geografi Lingkungan, Sains Informasi Geografi",Ilmu Terapan,Geografi dan/atau Matematika,Fisika dan/atau Matematika,Geografi dan/atau Matematika,Matematika,0.95,,Kepmendikdasmen 102/M/2025
P0455,Survei dan Pemetaan,,"Geografi, Geografi Lingkungan, Sains Informasi Geografi",Ilmu Terapan,Geografi dan/atau Matematika,Fisika dan/atau Matematika,Geografi dan/atau Matematika,Matematika,0.9,Bisa juga Teknik/Rekayasa.,Kepmendikdasmen 102/M/2025
P0456,Geografi Kebencanaan,,"Geografi, Geografi Lingkungan, Sains Informasi Geografi",Ilmu Terapan,Geografi dan/atau Matematika,Fisika dan/atau Matematika,Geografi dan/atau Matematika,Matematika,0.9,,Kepmendikdasmen 102/M/2025
P0457,Informatika Medis,Medical Informatics,Informatika Medis atau Informatika Kesehatan,Ilmu Terapan,Biologi dan/atau Matematika Tingkat Lanjut,Biologi dan/atau Matematika dari kelompok peminatan MIPA,Biologi dan/atau Matematika,Biologi dan/atau Matematika,1.0,,Kepmendikdasmen 102/M/2025
P0458,Informatika Kesehatan,Health Informatics,Informatika Medis atau Informatika Kesehatan,Ilmu Terapan,Biologi dan/atau Matematika Tingkat Lanjut,Biologi dan/atau Matematika dari kelompok peminatan MIPA,Biologi dan/atau Matematika,Biologi dan/atau Matematika,1.0,,Kepmendikdasmen 102/M/2025
P0459,Manajemen Informasi Kesehatan Digital,,Informatika Medis atau Informatika Kesehatan,Ilmu Terapan,Biologi dan/atau Matematika Tingkat Lanjut,Biologi dan/atau Matematika dari kelompok peminatan MIPA,Biologi dan/atau Matematika,Biologi dan/atau Matematika,0.9,,Kepmendikdasmen 102/M/2025
P0460,Rekam Medis Digital,,Informatika Medis atau Informatika Kesehatan,Ilmu Terapan,Biologi dan/atau Matematika Tingkat Lanjut,Biologi dan/atau Matematika dari kelompok peminatan MIPA,Biologi dan/atau Matematika,Biologi dan/atau Matematika,0.85,Bisa juga Kesehatan/Ilmu Informasi.,Kepmendikdasmen 102/M/2025
P0461,Konservasi Biologi,,"Konservasi Biologi, Konservasi Hewan Liar, Konservasi Hutan, Konservasi Sumber Daya Alam",Ilmu Terapan,Biologi,Biologi,Biologi,Biologi,1.0,,Kepmendikdasmen 102/M/2025
P0462,Konservasi Hewan Liar,,"Konservasi Biologi, Konservasi Hewan Liar, Konservasi Hutan, Konservasi Sumber Daya Alam",Ilmu Terapan,Biologi,Biologi,Biologi,Biologi,1.0,,Kepmendikdasmen 102/M/2025
P0463,Konservasi Hutan,,"Konservasi Biologi, Konservasi Hewan Liar, Konservasi Hutan, Konservasi Sumber Daya Alam",Ilmu Terapan,Biologi,Biologi,Biologi,Biologi,1.0,,Kepmendikdasmen 102/M/2025
P0464,Konservasi Sumber Daya Alam,,"Konservasi Biologi, Konservasi Hewan Liar, Konservasi Hutan, Konservasi Sumber Daya Alam",Ilmu Terapan,Biologi,Biologi,Biologi,Biologi,1.0,,Kepmendikdasmen 102/M/2025
P0465,Teknologi Pangan,Ilmu Pangan; Sains Pangan,"Teknologi Pangan, Teknologi Hasil Pertanian/Peternakan/Perikanan",Ilmu Terapan,Kimia dan/atau Biologi,Kimia dan/atau Biologi,Kimia dan/atau Biologi,Kimia dan/atau Biologi,1.0,,Kepmendikdasmen 102/M/2025
P0466,Teknologi Hasil Pertanian,,"Teknologi Pangan, Teknologi Hasil Pertanian/Peternakan/Perikanan",Ilmu Terapan,Kimia dan/atau Biologi,Kimia dan/atau Biologi,Kimia dan/atau Biologi,Kimia dan/atau Biologi,1.0,,Kepmendikdasmen 102/M/2025
P0467,Teknologi Industri Pertanian,,"Teknologi Pangan, Teknologi Hasil Pertanian/Peternakan/Perikanan",Ilmu Terapan,Kimia dan/atau Biologi,Kimia dan/atau Biologi,Kimia dan/atau Biologi,Kimia dan/atau Biologi,0.95,,Kepmendikdasmen 102/M/2025
P0468,Teknologi Hasil Perikanan,,"Teknologi Pangan, Teknologi Hasil Pertanian/Peternakan/Perikanan",Ilmu Terapan,Kimia dan/atau Biologi,Kimia dan/atau Biologi,Kimia dan/atau Biologi,Kimia dan/atau Biologi,1.0,,Kepmendikdasmen 102/M/2025
P0469,Teknologi Hasil Peternakan,,"Teknologi Pangan, Teknologi Hasil Pertanian/Peternakan/Perikanan",Ilmu Terapan,Kimia dan/atau Biologi,Kimia dan/atau Biologi,Kimia dan/atau Biologi,Kimia dan/atau Biologi,1.0,,Kepmendikdasmen 102/M/2025
P0470,Teknologi Pasca Panen,,"Teknologi Pangan, Teknologi Hasil Pertanian/Peternakan/Perikanan",Ilmu Terapan,Kimia dan/atau Biologi,Kimia dan/atau Biologi,Kimia dan/atau Biologi,Kimia dan/atau Biologi,0.9,,Kepmendikdasmen 102/M/2025
P0471,Teknologi Pengolahan Hasil Perkebunan,,"Teknologi Pangan, Teknologi Hasil Pertanian/Peternakan/Perikanan",Ilmu Terapan,Kimia dan/atau Biologi,Kimia dan/atau Biologi,Kimia dan/atau Biologi,Kimia dan/atau Biologi,0.9,,Kepmendikdasmen 102/M/2025
P0472,Sains Data,Data Science,Sains Data,Ilmu Terapan,Matematika Tingkat Lanjut,Matematika dari kelompok peminatan MIPA,Matematika,Matematika,1.0,,Kepmendikdasmen 102/M/2025
P0473,Analitika Data,Data Analytics,Sains Data,Ilmu Terapan,Matematika Tingkat Lanjut,Matematika dari kelompok peminatan MIPA,Matematika,Matematika,0.95,,Kepmendikdasmen 102/M/2025
P0474,Big Data Analytics,,Sains Data,Ilmu Terapan,Matematika Tingkat Lanjut,Matematika dari kelompok peminatan MIPA,Matematika,Matematika,0.95,,Kepmendikdasmen 102/M/2025
P0475,Statistika dan Sains Data,,Sains Data,Ilmu Terapan,Matematika Tingkat Lanjut,Matematika dari kelompok peminatan MIPA,Matematika,Matematika,0.95,Bisa juga Matematika.,Kepmendikdasmen 102/M/2025
P0476,Data Engineering,Rekayasa Data,Sains Data,Ilmu Terapan,Matematika Tingkat Lanjut,Matematika dari kelompok peminatan MIPA,Matematika,Matematika,0.9,Bisa juga Komputer.,Kepmendikdasmen 102/M/2025
P0477,Sains Perkopian,,Sains Perkopian,Ilmu Terapan,Biologi,Biologi,Biologi,Biologi,1.0,,Kepmendikdasmen 102/M/2025
P0478,Teknologi Kopi,,Sains Perkopian,Ilmu Terapan,Biologi,Biologi,Biologi,Biologi,0.85,Bisa juga Teknologi Pangan.,Kepmendikdasmen 102/M/2025
P0479,Studi Humanitas,,Studi Humanitas,Ilmu Terapan,Antropologi dan/atau Sosiologi,PPKn dan/atau Sosiologi,Sosiologi,Antropologi,1.0,,Kepmendikdasmen 102/M/2025
P0480,Humaniora Digital,Digital Humanities,Studi Humanitas,Ilmu Terapan,Antropologi dan/atau Sosiologi,PPKn dan/atau Sosiologi,Sosiologi,Antropologi,0.9,Bisa juga Komputer.,Kepmendikdasmen 102/M/2025
P0481,Studi Agama-Agama,,Studi Humanitas,Ilmu Terapan,Antropologi dan/atau Sosiologi,PPKn dan/atau Sosiologi,Sosiologi,Antropologi,0.85,Prodi keagamaan; verifikasi kampus.,Kepmendikdasmen 102/M/2025
P0482,Ilmu Al-Qur'an dan Tafsir,,Studi Humanitas,Ilmu Terapan,Antropologi dan/atau Sosiologi,PPKn dan/atau Sosiologi,Sosiologi,Antropologi,0.8,Prodi keagamaan; verifikasi kampus.,Kepmendikdasmen 102/M/2025
P0483,Ilmu Hadis,,Studi Humanitas,Ilmu Terapan,Antropologi dan/atau Sosiologi,PPKn dan/atau Sosiologi,Sosiologi,Antropologi,0.8,Prodi keagamaan; verifikasi kampus.,Kepmendikdasmen 102/M/2025
P0484,Teologi,,Studi Humanitas,Ilmu Terapan,Antropologi dan/atau Sosiologi,PPKn dan/atau Sosiologi,Sosiologi,Antropologi,0.8,Prodi keagamaan; verifikasi kampus.,Kepmendikdasmen 102/M/2025
P0485,Pastoral,,Studi Humanitas,Ilmu Terapan,Antropologi dan/atau Sosiologi,PPKn dan/atau Sosiologi,Sosiologi,Antropologi,0.8,Prodi keagamaan; verifikasi kampus.,Kepmendikdasmen 102/M/2025
P0486,Misiologi,,Studi Humanitas,Ilmu Terapan,Antropologi dan/atau Sosiologi,PPKn dan/atau Sosiologi,Sosiologi,Antropologi,0.8,Prodi keagamaan; verifikasi kampus.,Kepmendikdasmen 102/M/2025
P0487,Tasawuf dan Psikoterapi,,Studi Humanitas,Ilmu Terapan,Antropologi dan/atau Sosiologi,PPKn dan/atau Sosiologi,Sosiologi,Antropologi,0.8,Prodi keagamaan; verifikasi kampus.,Kepmendikdasmen 102/M/2025
P0488,Bimbingan dan Konseling Islam,,Studi Humanitas,Ilmu Terapan,Antropologi dan/atau Sosiologi,PPKn dan/atau Sosiologi,Sosiologi,Antropologi,0.8,Bisa juga Pendidikan/Sosial.,Kepmendikdasmen 102/M/2025
P0489,Pengembangan Masyarakat Islam,,Studi Humanitas,Ilmu Terapan,Antropologi dan/atau Sosiologi,PPKn dan/atau Sosiologi,Sosiologi,Antropologi,0.8,Bisa juga Sosial.,Kepmendikdasmen 102/M/2025
